,requestId,submissionId,status,modelVersion,trend,matchDescription,score,sequenceId,addressUsed,message,censusInfo,decile,insuranceTier,financeTier,creditLevel,first_name,middle_name,last_name,date_of_birth,other_addresses,address_line1,city,state,zip_code
10,0eb31d9d-76c8-4602-b580-504024d4c573,pfr-header-test-000010,Success,2.1,Declining,Artificial match,740,eCNG4GCqYZzNfhEt0iSiT3z46un0vCDaZ7gwm2qYUPE=,0,P|1|4|06|91125|4134|465|C024|037|HUARD|86|||LONDONDERRY TERRACE||||||PASADENA|CA|0|1|201812|4|S|7|S|1|S|1|S|6|S|9|H|Q|4|H|7|S|5|S|2|1|S||1|||2|2|||4|||4||3|01|20|06016396031324004D5DE0|3|2|LORALIE|U|2|H|3|201812|042|S|||||2|1|34.09944916|-118.17015076|0|200412|S|0|201912|S|0|||||||||Y|Y||||||||E1|1058H|124|9|A1|A1|A1|A1||||||||||||||||||0||0|||||12|14|0056|1|08|||Y||||||||||N|||||N||N||N||N||N||N||E|D|201907|N||D|202005|A1|N|||||||||Y|||||||Y||||||||||||||Y||||||||||||||||||||||||Y||||||||||||||||||||||||||||||||||||||003350|000730|||||1||2|09|08|||||201101|200105|||||G|G|||||201307|200105|||||HONDA|CHRYSLER|||||L|C||||||I|||||ACCORD|VOYAGER|||||1|1|0|0|0|0|22|19|||||2008|2001|||||0060374619021005,,6,Standard,Super Prime,Very Good,Loralie,L, Huard, 03/06/1980,, 86 Londonderry Terrace, Pasadena, CA,91125
11,656a8112-69f1-431a-98fa-cff26b4e0dd3,pfr-header-test-000011,Success,2.1,Declining,Artificial match,740,4UEvKZLYe6MyMu17ONZ2pV+PiCFj5Hfiees1yEYlOCk=,0,P|1|4|06|91125|4134|465|C024|037|HUARD|86|||LONDONDERRY TERRACE||||||PASADENA|CA|0|1|201812|4|S|7|S|1|S|1|S|6|S|9|H|Q|4|H|7|S|5|S|2|1|S||1|||2|2|||4|||4||3|01|20|0601644303106900044170|3|2|YAJEE|J|2|H|3|201805|048|S|||||0|7|34.09944916|-118.17015076|0|200412|S|0|201912|S|0|||||||||Y|Y||||||||E1|1058H|124|9|A1|A1|A1|A1||||||||||||||||||0||0|||||12|14|0056|1|08|||Y||||||||||N|||||N||N||N||N||N||N||E|D|201907|N||D|202005|A1|N|||||||||Y|||||||Y||||||||||||||Y||||||||||||||||||||||||Y||||||||||||||||||||||||||||||||||||||003350|000730|||||1||2|09|08|||||201101|200105|||||G|G|||||201307|200105|||||HONDA|CHRYSLER|||||L|C||||||I|||||ACCORD|VOYAGER|||||1|1|0|0|0|0|22|19|||||2008|2001|||||0060374619021005,,6,Standard,Super Prime,Very Good,Yajee,Y, Huard, 07/04/1985,, 86 Londonderry Terrace, Pasadena, CA,91125
12,7308532c-e3ee-4ea0-a2af-d408ccf18370,pfr-header-test-000012,Success,2.1,Declining,Artificial match,740,Oa31u3qJd1CI1vQdxhWb2E9m9UtGeimGyc/NPEoPXDc=,0,P|1|4|06|91125|4134|465|C024|037|HUARD|86|||LONDONDERRY TERRACE||||||PASADENA|CA|0|1|201812|4|S|7|S|1|S|1|S|6|S|9|H|Q|4|H|7|S|5|S|2|1|S||1|||2|2|||4|||4||3|01|20|06016396030E0C00600C6F|1|1|MOHAMMED|M|1|S|1|201711|082|S|082|S|I|19370901|4|5|34.09944916|-118.17015076|0|200412|S|0|201912|S|0|||||||||Y|Y||||||||E1|1058H|124|9|A1|A1|A1|A1||||||||||||||||||0||0|||||12|14|0056|1|08|||Y||||||||||N|||||N||N||N||N||N||N||E|D|201907|N||D|202005|A1|N|||||||||Y|||||||Y||||||||||||||Y||||||||||||||||||||||||Y||||||||||||||||||||||||||||||||||||||003350|000730|||||1||2|09|08|||||201101|200105|||||G|G|||||201307|200105|||||HONDA|CHRYSLER|||||L|C||||||I|||||ACCORD|VOYAGER|||||1|1|0|0|0|0|22|19|||||2008|2001|||||0060374619021005,,6,Standard,Super Prime,Very Good,Mohammed,M, Huard, 09/01/1937,, 86 Londonderry Terrace, Pasadena, CA,91125
13,f0ff292e-8400-44fa-a32a-644bc3305fe1,pfr-header-test-000013,Success,2.1,Declining,Artificial match,740,MioibVsAGbTJAXs72FqCenUyXvegIRrNHOLVMTM6Bx4=,0,P|1|4|06|91125|4134|465|C024|037|HUARD|86|||LONDONDERRY TERRACE||||||PASADENA|CA|0|1|201812|4|S|7|S|1|S|1|S|6|S|9|H|Q|4|H|7|S|5|S|2|1|S||1|||2|2|||4|||4||3|01|20|06016396031193000F7FD7|3|2|TERESSA|S|1|S|3|201812|043|S|043|S|I|19770201|0|7|34.09944916|-118.17015076|0|200412|S|0|201912|S|0|||||||||Y|Y||||||||E1|1058H|124|9|A1|A1|A1|A1||||||||||||||||||0||0|||||12|14|0056|1|08|||Y||||||||||N|||||N||N||N||N||N||N||E|D|201907|N||D|202005|A1|N|||||||||Y|||||||Y||||||||||||||Y||||||||||||||||||||||||Y||||||||||||||||||||||||||||||||||||||003350|000730|||||1||2|09|08|||||201101|200105|||||G|G|||||201307|200105|||||HONDA|CHRYSLER|||||L|C||||||I|||||ACCORD|VOYAGER|||||1|1|0|0|0|0|22|19|||||2008|2001|||||0060374619021005,,6,Standard,Super Prime,Very Good,Teressa,T, Huard, 02/01/1977,, 86 Londonderry Terrace, Pasadena, CA,91125
14,db0d8302-dbde-4723-99c7-a63d14d37a17,pfr-header-test-000014,Success,2.1,Declining,Artificial match,740,GoLdPHPfJ6eYx9YgybXqwXao6AeOWYwsmiCxnDGYcvo=,0,P|1|4|06|91125|4134|465|C024|037|HUARD|86|||LONDONDERRY TERRACE||||||PASADENA|CA|0|1|201812|4|S|7|S|1|S|1|S|6|S|9|H|Q|4|H|7|S|5|S|2|1|S||1|||2|2|||4|||4||3|01|20|24002729030FFE0001516F|3|2|JUNE|M|2|H|3|201802|052|S|052|S|S|19670907|0|3|34.09944916|-118.17015076|0|200412|S|0|201912|S|0|||||||||Y|Y||||||||E1|1058H|124|9|A1|A1|A1|A1||||||||||||||||||0||0|||||12|14|0056|1|08|||Y||||||||||N|||||N||N||N||N||N||N||E|D|201907|N||D|202005|A1|N|||||||||Y|||||||Y||||||||||||||Y||||||||||||||||||||||||Y||||||||||||||||||||||||||||||||||||||003350|000730|||||1||2|09|08|||||201101|200105|||||G|G|||||201307|200105|||||HONDA|CHRYSLER|||||L|C||||||I|||||ACCORD|VOYAGER|||||1|1|0|0|0|0|22|19|||||2008|2001|||||0060374619021005,,6,Standard,Super Prime,Very Good,June,J, Huard, 09/07/1967,, 86 Londonderry Terrace, Pasadena, CA,91125
15,c76f2613-ecbe-400b-813d-f42610b71b8f,pfr-header-test-000015,Success,2.1,Improving,Artificial match,575,i25l20ba6lzcdZNA6v3idRRz/n8sxY0Y4bIvOiIpZKA=,0,S||4|48|76147|2511|318|C013|439|CRUMBIE|6263|||CHARING CROSS|CT|||||FORT WORTH|TX|0|1|201609|3|H|1|S|2|H|1|S|6|S|5|H|7|2|H|3|S|1|S||0|H||||||1||||||||1|12|00|300129520310020007A9FF|1|1|BARTON|L|2|H|1|201609|044|S|044|S|I|19750601|0|7|32.78067780|-97.40361786|0||||||||||||||||Y||||||||R2|0161H|45|2|E1|E2|E1|E1||||||||||||||||||0||0|||||02|01||7|01|||||||||||||N|||||N||N||N||N||N||N||V|I|201808|N||D|202005|E1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0484391235001059,,3,Non-standard,Deep subprime,Fair,Barton,B, Crumbie, 06/01/1975,, 6263 Charing Cross Ct, Fort Worth, TX,76147
16,bc79cceb-e70c-4ee7-a668-6015d18b5e9e,pfr-header-test-000016,Success,2.1,Mixed,Artificial match,480,6rUNpJjJkhsB8a1ziOaE9kFVR20IKnTovpfORqv6rwA=,0,P|1|4|42|15235|1604|018|C004|003|PAPAMINAS|956|||OAKRIDGE CIRCLE||||||PITTSBURGH|PA|0|1|202001|4|S|3|S|2|H|1|S|4|S|5|H|6|3|H|3|S|1|S|2|1|S||||||2||||4||||2|13|00|2A003B6A031190000523E6|3|2|MAUDIE|R|2|H|1|202001|038|S|038|S|S|19811126|0|1|40.41545868|-79.83466339|1|201406|S|0|201602|S|0|||||||||||Y|||||||Q2|0085S|47|1|B2|C2|C2|D3|T||F|G|27||0066|201410|0018|||||||||0||0||C|1920|C|03|02|0255|7|01|||||||||||||N|||||Y|201605|N||N||N||N||N||Q|D|202005|N||D|202005|B2|N||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1420035236002002,,1,Non-standard,Deep subprime,Poor,Maudie,M, Papaminas, 11/26/1981,, 956 Oakridge Circle, Pittsburgh, PA,15235
17,3b111fa4-6aae-4e1f-80c4-6f2768763786,pfr-header-test-000017,Success,2.1,Declining,Artificial match,656,0yJnpnerFL9N3ZaGD4pBZx8T27RrxXZmgex3R9iGxjA=,0,S||3|12|33124|2402|706|C066|086|OULNER|98301|||FARMCO DRIVE||||||MIAMI|FL|0|1|201811|3|H|1|S|2|H|1|S|4|S|8|H|L|2|H|2|S|1|S||0|H|||||||2|||||||1|14|00|0C0081970313890024ABDA|3|2|JULIANN||2|H|1|201811|030|S|030|S|S|19900221|0|4|25.74462891|-80.38622284|0|||||||||||||||||Y|Y|||||Y|J4|0378H|143|6|D3|E1|E1|E2||||||||||||||||||0||0|||||08|11||3|05|||||||||||||N|||||N||N||N||N||N||N|||||N||D|202003|D3|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||002150||||||1||1|09||||||201203||||||G||||||201904||||||NISSAN||||||L||||||E||||||ALTIMA||||||1|0|0|0|0|0|22||||||2008||||||0120860074002064,,4,Non-standard,Near Prime,Good,Juliann,J, Oulner, 02/21/1990,, 98301 Farmco Drive, Miami, FL,33124
18,abca3d74-5f44-40af-89e7-e92cd74511bb,pfr-header-test-000018,Success,2.1,Mixed,Artificial match,675,oA0zzwyNLhRbdBaemgDLQ5Iz4Sg0AgjpV0jJFU2NKY8=,0,P|1|4|08|80279|1333|577|C066|031|KLEINERT|9|||BARTELT|PKWY|||||DENVER|CO|0|1|201811|2|H|1|S|2|H|2|S|4|S|2|H|1|2|H|2|S|1|S||0|H|||||||4|||||||1|16|00|080139770313EE0034CA25|||GUY|I|2|H|1|201811|034|S|034|I|I|19850601|0|4|39.70503998|-104.87526703|1|||||||||||||||||Y|Y|||||Y|V3||15|0|D3|D3|E2|D2||||||||||||||||||0||0|||||01|01||6|01|||||||||||||N|||||N||N||N||N||N||N|||||N||D|202001|D3|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||005450|||||||1|1|11||||||201610||||||G||||||202001||||||FORD||||||F||||||||||||ESCAPE||||||1|0|0|0|0|0|18||||||2013||||||1080310027011003,,5,Standard,Prime,Good,Guy,G, Kleinert, 06/01/1985,, 9 Bartelt Parkway, Denver, CO,80279
19,ec04667d-7030-4770-9233-e8f9954d52ff,pfr-header-test-000019,Success,2.1,Improving,Artificial match,795,o0hT/USp93ETKSczAo2E30huG9Q732qwWM2Lsffyx7w=,0,P|1|4|36|11054|2059|598|B028|090|CHANTRELL||||||||PO BOX 72059||PORT WASHINGTON|NY|0|3|201909|1|S|3|S|1|S|0|S|5|S|8|S|J|4|S|2|S|2|S|1|1|S||||||1|2||||4|||2|01|05|0201857B031132000088D1|4|2|TINA|B|1|S|1|201909|034|S|034|S|I|19851001|0|3|64.84261322|-147.72442627|5|201306|S|0||||||||||||||Y||Y|||Y|Y|F7||155|2|C1|C2|C2|C1||||||||||||||||||0||0|||||06|04||6|02|||||||||||||N|||||N||N||Y|201010|N||N||N|||||N||D|202005|C1|N||||||||||||||||||Y||||||||||||||||||||Y|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1360593011022002,,8,Standard,Super Prime,Very Good,Tina,T, Chantrell, 10/01/1985,, PO BOX 72059, Port Washington, NY,11054
20,31c8a2d9-8e2a-4a03-8337-217d75a0444a,pfr-header-test-000020,Success,2.1,Improving,Artificial match,795,PDZl6zF+YNLohb1qo+xXxYeDRYKh0J/IFai5SB8YjKE=,0,P|1|4|36|11054|2059|598|B028|090|CHANTRELL||||||||PO BOX 72059||PORT WASHINGTON|NY|0|3|201909|1|S|3|S|1|S|0|S|5|S|8|S|J|4|S|2|S|2|S|1|1|S||||||1|2||||4|||2|01|05|0201857B0311F6002A5965|1|1|AUGUSTINE|W|1|S|3|201909|036|S|036|S|S|19840402|0|3|64.84261322|-147.72442627|5|201306|S|0||||||||||||||Y||Y|||Y|Y|F7||155|2|C1|C2|C2|C1||||||||||||||||||0||0|||||06|04||6|02|||||||||||||N|||||N||N||Y|201010|N||N||N|||||N||D|202005|C1|N||||||||||||||||||Y||||||||||||||||||||Y|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1360593011022002,,8,Standard,Super Prime,Very Good,Augustine,A, Chantrell, 04/02/1984,, PO BOX 72059, Port Washington, NY,11054
21,c7eed9c7-b6e3-4f97-b369-df0f772eeb39,pfr-header-test-000021,Success,2.1,Mixed,Artificial match,612,aCJDAXbI6jqY1qKJ4mZ0RoTDvmCVnRqwULDEr0OIPNw=,0,P|1|4|36|14624|4000|517|C058|061|THOMKE|0722|||WAUBESA|TRL|||||ROCHESTER|NY|0|1|202003|4|S|3|S|1|S|2|S|8|S|9|S|O|5|S|5|S|2|S|1|1|S||||3||||||||4||2|01|19|2400271B030E0C000436A6|1|1|EDWARD|I|1|S|1|201906|059|S|059|S|S|19600604|0|7|40.74203110|-73.99809265|0|200501|I|0||||||||||Y|||||||||||E2|1006H|123|9|A2|B1|A1|A1||||||||||||||||||0||0|||||12|14|0003|2|08|||||||||||||N|||||N||N||Y|201904|Y|201904|N||N||E|D|201505|N||I|201907|A2|N|||||||||Y|||||||Y||||||||||||||||||||||||||||||||||||Y||Y|||Y|Y||||||||||||||||||||||||||||||||||009580|||||||1|1|03||||||201007||||||F||||||201604||||||CHEVROLET||||||G||||||C||||||SUBURBAN||||||1|0|0|0|0|0|18||||||2009||||||0360550142021016,,4,Non-standard,Sub Prime,Fair,Edward,E, Thomke, 06/04/1960,, 0722 Waubesa Trl, Rochester, NY,14624
